v_products_model	v_products_image	v_products_name_2	v_products_description_2	v_products_url_2	v_products_name_1	v_products_description_1	v_products_url_1	v_specials_price	v_specials_date_avail	v_specials_expires_date	v_products_price	v_products_weight	v_date_avail	v_date_added	v_products_quantity	v_manufacturers_name	v_categories_name_1	v_categories_name_2	v_categories_name_3	v_categories_name_4	v_categories_name_5	v_categories_name_6	v_categories_name_7	v_tax_class_title	v_status	EOREOR
	s/200810/12235398930.jpg,s/200810/12235413690.jpg	Test Products 6	<p>fasdfasdf</p>  <p>adfasd</p>  <p>fasdf</p>  <p>adsf</p>		Test Products 6	<p>fasdfasdf</p>  <p>adfasd</p>  <p>fasdf</p>  <p>adsf</p>					333	120	2008-10-17 00:00:00	2008-10-09 16:11:40	113		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					Taxable Goods	1	EOREOR
	s/200810/12235402190.jpg	test products 6	<p>sdfasdfa</p>  <p>sd</p>  <p>fasd</p>  <p>f</p>  <p>&nbsp;</p>  <p>as</p>  <p>df</p>  <p>&nbsp;</p>  <p>as</p>  <p>df</p>		test products 6	<p>sdfasdfa</p>  <p>sd</p>  <p>fasd</p>  <p>f</p>  <p>&nbsp;</p>  <p>as</p>  <p>df</p>  <p>&nbsp;</p>  <p>as</p>  <p>df</p>					323	123	0000-00-00 00:00:00	2008-10-09 16:17:34	123		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					Taxable Goods	1	EOREOR
198	s/200810/12235404900.jpg	test products 7	<p>fadfasdf</p>  <p>adsf</p>  <p>a</p>  <p>df</p>  <p>a</p>  <p>sdf</p>  <p>a</p>  <p>sdfasdf</p>		test products 7	<p>fadfasdf</p>  <p>adsf</p>  <p>a</p>  <p>df</p>  <p>a</p>  <p>sdf</p>  <p>a</p>  <p>sdfasdf</p>					14	44	0000-00-00 00:00:00	2008-10-09 16:21:35	122		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					Taxable Goods	1	EOREOR
199	s/200810/12235415720.jpg	test products 8	<p>asdfasd</p>  <p>f</p>  <p>as</p>  <p>df</p>  <p>asd</p>  <p>f</p>		test products 8	<p>asdfasd</p>  <p>f</p>  <p>as</p>  <p>df</p>  <p>asd</p>  <p>f</p>					0	0	0000-00-00 00:00:00	2008-10-09 16:39:36	0		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
	s/200810/12235417690.jpg	test products 71	<p>asdfasdf<!-- pagebreak --></p>  <table class="table" style="height: 350px;" border="0" cellspacing="1" cellpadding="0" width="500" align="left">  <tbody>  <tr>  <td bgcolor="#dbeef4">Keys</td>  <td bgcolor="#ffffff">Values</td>  </tr>  <tr>  <td bgcolor="#dbeef4">Keys</td>  <td bgcolor="#ffffff">Values</td>  </tr>  <tr>  <td bgcolor="#dbeef4">Keys</td>  <td bgcolor="#ffffff">Values</td>  </tr>  </tbody>  </table>		test products 71	<p>asdfasdf<!-- pagebreak --></p>  <table class="table" style="height: 350px;" border="0" cellspacing="1" cellpadding="0" width="500" align="left">  <tbody>  <tr>  <td bgcolor="#dbeef4">Keys</td>  <td bgcolor="#ffffff">Values</td>  </tr>  <tr>  <td bgcolor="#dbeef4">Keys</td>  <td bgcolor="#ffffff">Values</td>  </tr>  <tr>  <td bgcolor="#dbeef4">Keys</td>  <td bgcolor="#ffffff">Values</td>  </tr>  </tbody>  </table>					124	42	0000-00-00 00:00:00	2008-10-09 16:42:53	26		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					Taxable Goods	1	EOREOR
201		dstest			dstest						0	0	0000-00-00 00:00:00	2008-10-09 16:47:51	0		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
2022	s/200810/12235421080.jpg	zxcvzxcv	<p>aadfasdf</p>		zxcvzxcv	<p>aadfasdf</p>					0	0	0000-00-00 00:00:00	2008-10-09 16:48:44	0		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
203	s/200810/12235421970.jpg	Test Products 43			Test Products 43						0	0	0000-00-00 00:00:00	2008-10-09 16:49:59	0		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
204	s/200810/12235422880.jpg	test products 232			test products 232						0	0	0000-00-00 00:00:00	2008-10-09 16:51:31	0		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
	s/200810/12235424190.jpg	Test Products 431	<p>sdfsdfasdf</p>		Test Products 431	<p>sdfsdfasdf</p>					0	0	0000-00-00 00:00:00	2008-10-09 16:54:10	0		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
206		tsdt			tsdt						0	0	0000-00-00 00:00:00	2008-10-09 16:55:01	0		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
											0	0	0000-00-00 00:00:00	2008-10-09 20:13:28	0		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
208	s/200810/12235550900.jpg	test products 100	<p>f</p>  <div class="bg_box_gray big allborder pad_10px margin_t pad_l_28px">  <h2 class="line_30px">Note:</h2>  <span class="red b"> Canon IXUS and Powershot SD are completely same product with different name.  For the product, it is called Canon IXUS or Powershot SD in different consuming region. Based on such reason,we can only arrange your order according to our sotck, which means you will get Canon IXUS or Powershot SD by chance, but both with the same quality guarantee. Please read above note carefully.  Once you paid for the product, it means you have agreed on our terms.   Thanks for your understand and cooperation. </span></div>		test products 100	<p>f</p>  <div class="bg_box_gray big allborder pad_10px margin_t pad_l_28px">  <h2 class="line_30px">Note:</h2>  <span class="red b"> Canon IXUS and Powershot SD are completely same product with different name.  For the product, it is called Canon IXUS or Powershot SD in different consuming region. Based on such reason,we can only arrange your order according to our sotck, which means you will get Canon IXUS or Powershot SD by chance, but both with the same quality guarantee. Please read above note carefully.  Once you paid for the product, it means you have agreed on our terms.   Thanks for your understand and cooperation. </span></div>					0	0	0000-00-00 00:00:00	2008-10-09 20:24:53	34		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
123456789	s/200810/12235551920.jpg	test products 200	<div class="notice_1">  <ul class="mycon" style="font-size: 12px; color: #204f13;">  <div style="font-weight: bold; font-size: 18px;">This phone will work with GSM network<span style="color: #ea0212;"> 850/900/1800/1900</span> mHz.</div>  <br /> Please check if your local area Network is compatible with this phone.<br /> You can <button onclick="window.open('http://www.gsmworld.com/roaming/gsminfo/index.shtml')"><span style="font-weight: bold; font-size: 12px; color: #204f13;">Click here</span></button> to see Network Frequency for your country<br /> Please confirm with your carriers or providers before you purchase this item.   </ul>  <em> </em></div>		test products 200	<div class="notice_1">  <ul class="mycon" style="font-size: 12px; color: #204f13;">  <div style="font-weight: bold; font-size: 18px;">This phone will work with GSM network<span style="color: #ea0212;"> 850/900/1800/1900</span> mHz.</div>  <br /> Please check if your local area Network is compatible with this phone.<br /> You can <button onclick="window.open('http://www.gsmworld.com/roaming/gsminfo/index.shtml')"><span style="font-weight: bold; font-size: 12px; color: #204f13;">Click here</span></button> to see Network Frequency for your country<br /> Please confirm with your carriers or providers before you purchase this item.   </ul>  <em> </em></div>					0	1235	0000-00-00 00:00:00	2008-10-09 20:26:34	23		Camera and Camcorder	Digital Picture Frames	Photo/Picture Frame Key Chain					--none--	1	EOREOR
1246	s/200810/12236106740.jpg	New Test Products	<p>ASDASDFsdfs</p>		New Test Products	<p>ASDASDFsdfs</p>					133	11	0000-00-00 00:00:00	2008-10-10 11:51:18	123		New Test Categories 2							--none--	1	EOREOR
291	s/200812/12305662320.jpg	AIGO 7-inch Digital Picture Frame F5001 Built-in 16MB Flash Memory	<div id="Item_Description_Spc" class="pad_10px pad_l_28px big">  <ul>  <li>7 inches TFT-LCD display screen，Resolution:480&times;234 </li>  <li>Video Format: MPEG1/2/4、MJPEG </li>  <li>Clock、perpetual calendar、Polyphonic Alarm Clock </li>  <li>Interchangeable Faceplate </li>  <li>Built-in 16M Flash memory card </li>  <li>Humanization Design Operating Menu </li>  <li>Maximum image resolution: 12 mega pixels </li>  <li>15 transition and display effects </li>  <li>Auto Photo slide-show </li>  <li>Easy-to-use controls (rotate, scale, switch, view 3X3) </li>  <li>Supports external memory cards: SD/MMC, XD, CF and MS Pro </li>  <li>Support MP3 Background Music </li>  <li>Built-in Hi-fi </li>  </ul>  <h2>Technical Details:&nbsp;&nbsp;</h2>  <ul>  <li>display screen TFT-LCD </li>  <li>Display Size:&nbsp; 7inch&nbsp; </li>  <li>Effective Resolution: 480&times;234 </li>  <li>Brightness: 350 lumens </li>  <li>Viewing angle: 130 degrees horizontal and 100 degrees vertical </li>  <li>A/V Output:&nbsp; stereo speakers </li>  <li>Video Playback Format:&nbsp; MPEG-1/2/4 </li>  <li>Bit rate &lt; 7Mbps </li>  <li>Picture format:&nbsp;&nbsp; JPEG </li>  <li>Music format:&nbsp; MP3、WMA </li>  <li>Supports external memory cards:&nbsp; CF、SD、XD、MMC、MS、MS Pro </li>  <li>Operating Mode:&nbsp; Manual or Auto-play </li>  <li>Color and Material:&nbsp; Pearl White，Pink </li>  <li>Accessory:&nbsp; AC Power Adapter，USB WIRE，Holder </li>  <li>Input Voltage: AC 100-240V </li>  <li>Power:&nbsp; 7.5W </li>  <li>Operation Temperature:&nbsp; 0-45℃ </li>  </ul>  </div>		AIGO 7-inch Digital Picture Frame F5001 Built-in 16MB Flash Memory	<div id="Item_Description_Spc" class="pad_10px pad_l_28px big">  <ul>  <li>7 inches TFT-LCD display screen，Resolution:480&times;234 </li>  <li>Video Format: MPEG1/2/4、MJPEG </li>  <li>Clock、perpetual calendar、Polyphonic Alarm Clock </li>  <li>Interchangeable Faceplate </li>  <li>Built-in 16M Flash memory card </li>  <li>Humanization Design Operating Menu </li>  <li>Maximum image resolution: 12 mega pixels </li>  <li>15 transition and display effects </li>  <li>Auto Photo slide-show </li>  <li>Easy-to-use controls (rotate, scale, switch, view 3X3) </li>  <li>Supports external memory cards: SD/MMC, XD, CF and MS Pro </li>  <li>Support MP3 Background Music </li>  <li>Built-in Hi-fi </li>  </ul>  <h2>Technical Details:&nbsp;&nbsp;</h2>  <ul>  <li>display screen TFT-LCD </li>  <li>Display Size:&nbsp; 7inch&nbsp; </li>  <li>Effective Resolution: 480&times;234 </li>  <li>Brightness: 350 lumens </li>  <li>Viewing angle: 130 degrees horizontal and 100 degrees vertical </li>  <li>A/V Output:&nbsp; stereo speakers </li>  <li>Video Playback Format:&nbsp; MPEG-1/2/4 </li>  <li>Bit rate &lt; 7Mbps </li>  <li>Picture format:&nbsp;&nbsp; JPEG </li>  <li>Music format:&nbsp; MP3、WMA </li>  <li>Supports external memory cards:&nbsp; CF、SD、XD、MMC、MS、MS Pro </li>  <li>Operating Mode:&nbsp; Manual or Auto-play </li>  <li>Color and Material:&nbsp; Pearl White，Pink </li>  <li>Accessory:&nbsp; AC Power Adapter，USB WIRE，Holder </li>  <li>Input Voltage: AC 100-240V </li>  <li>Power:&nbsp; 7.5W </li>  <li>Operation Temperature:&nbsp; 0-45℃ </li>  </ul>  </div>					130	3000		2008-12-29 08:57:45	1000		Camera and Camcorder	Digital Camera	Top brand Digital Cameras	Aigo Digital Camera				--none--	1	EOREOR
hs00234442311	s/JIMH87593.jpg,s/LZ3855.jpg	HUNSHA 004	HUNSHADES@		HUNSHA 004	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs0021222112	s/jh8800.jpg,s/jh88002.jpg	HUNSHA 002	HUNSHADES@		HUNSHA 002	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs0022333212	s/jh8859.jpg,s/jh88591.jpg,s/jh88592.jpg	HUNSHA 003	HUNSHADES@		HUNSHA 003	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs00223332311	s/jh8859.jpg,s/jh88591.jpg,s/jh88592.jpg	HUNSHA 003	HUNSHADES@		HUNSHA 003	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs00212221311	s/jh8800.jpg,s/jh88002.jpg	HUNSHA 002	HUNSHADES@		HUNSHA 002	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs00111111211	s/AF1635_b.jpg	HUNSHA 001	HUNSHA DES		HUNSHA 001	HUNSHA DES					199	0		2008-12-02 23:56:00	1000		HP	Ink						--none--	1	EOREOR
hs00234442111	s/JIMH87593.jpg,s/LZ3855.jpg	HUNSHA 004	HUNSHADES@		HUNSHA 004	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs00223332121	s/jh8859.jpg,s/jh88591.jpg,s/jh88592.jpg	HUNSHA 003	HUNSHADES@		HUNSHA 003	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs00212221121	s/jh8800.jpg,s/jh88002.jpg	HUNSHA 002	HUNSHADES@		HUNSHA 002	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs00111111111	s/AF1635_b.jpg	HUNSHA 001	HUNSHA DES		HUNSHA 001	HUNSHA DES					199	0		2008-12-02 23:56:00	1000		HP	Ink						--none--	1	EOREOR
hs0023444231	s/JIMH87593.jpg,s/LZ3855.jpg	HUNSHA 004	HUNSHADES@		HUNSHA 004	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs0022333231	s/jh8859.jpg,s/jh88591.jpg,s/jh88592.jpg	HUNSHA 003	HUNSHADES@		HUNSHA 003	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs0023444211	s/JIMH87593.jpg,s/LZ3855.jpg	HUNSHA 004	HUNSHADES@		HUNSHA 004	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
hs0011111121	s/AF1635_b.jpg	HUNSHA 001	HUNSHA DES		HUNSHA 001	HUNSHA DES					199	0		2008-12-02 23:56:00	1000		HP	Ink						--none--	1	EOREOR
hs0021222131	s/jh8800.jpg,s/jh88002.jpg	HUNSHA 002	HUNSHADES@		HUNSHA 002	HUNSHADES@					125	0		2008-12-03 00:04:00	1000		HP	Ink						--none--	1	EOREOR
